invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5_pct,sales,date,time,payment,cogs,gross_margin_percentage,gross_income,rating
401-09-4232,Giza,Naypyitaw,Member,Male,Home And Lifestyle,86.69,5,21.6725,455.1225,02-11-2019,18:38:00,Ewallet,433.45,4.761904762,21.6725,9.4
435-13-4908,Alex,Yangon,Member,Male,Fashion Accessories,86.68,8,34.672,728.112,24-01-2019,18:04:00,Credit Card,693.44,4.761904762,34.672,7.2
373-73-7910,Alex,Yangon,Member,Female,Sports And Travel,86.31,7,30.2085,634.3785,02-08-2019,10:37:00,Ewallet,604.17,4.761904762,30.2085,5.3
848-95-6252,Giza,Naypyitaw,Member,Female,Home And Lifestyle,86.27,1,4.3135,90.5835,20-02-2019,13:24:00,Ewallet,86.27,4.761904762,4.3135,7
744-82-9138,Giza,Naypyitaw,Normal,Male,Fashion Accessories,86.13,2,8.613,180.873,02-07-2019,17:59:00,Cash,172.26,4.761904762,8.613,8.2
300-71-4605,Giza,Naypyitaw,Member,Female,Electronic Accessories,86.04,5,21.51,451.71,25-02-2019,11:24:00,Ewallet,430.2,4.761904762,21.51,4.8
399-46-5918,Giza,Naypyitaw,Member,Female,Electronic Accessories,85.98,8,34.392,722.232,28-02-2019,19:01:00,Cash,687.84,4.761904762,34.392,8.2
550-84-8664,Alex,Yangon,Normal,Male,Sports And Travel,85.91,5,21.4775,451.0275,22-03-2019,14:33:00,Credit Card,429.55,4.761904762,21.4775,8.6
759-98-4285,Giza,Naypyitaw,Member,Female,Health And Beauty,85.87,7,30.0545,631.1445,27-02-2019,19:01:00,Credit Card,601.09,4.761904762,30.0545,8
235-06-8510,Giza,Naypyitaw,Member,Male,Home And Lifestyle,85.72,3,12.858,270.018,24-01-2019,20:59:00,Ewallet,257.16,4.761904762,12.858,5.1
725-54-0677,Giza,Naypyitaw,Member,Male,Health And Beauty,85.6,7,29.96,629.16,03-02-2019,13:50:00,Cash,599.2,4.761904762,29.96,5.3
699-14-3026,Giza,Naypyitaw,Member,Female,Electronic Accessories,85.39,7,29.8865,627.6165,25-03-2019,18:30:00,Ewallet,597.73,4.761904762,29.8865,4.1
288-38-3758,Giza,Naypyitaw,Member,Female,Fashion Accessories,84.87,3,12.7305,267.3405,25-01-2019,18:30:00,Ewallet,254.61,4.761904762,12.7305,7.4
451-73-2711,Giza,Naypyitaw,Normal,Male,Food And Beverages,84.83,1,4.2415,89.0715,14-01-2019,15:20:00,Ewallet,84.83,4.761904762,4.2415,8.8
746-04-1077,Cairo,Mandalay,Member,Female,Food And Beverages,84.63,10,42.315,888.615,01-01-2019,11:36:00,Credit Card,846.3,4.761904762,42.315,9
450-42-3339,Giza,Naypyitaw,Normal,Male,Health And Beauty,84.61,10,42.305,888.405,02-09-2019,18:58:00,Credit Card,846.1,4.761904762,42.305,8.8
859-97-6048,Giza,Naypyitaw,Member,Male,Electronic Accessories,84.25,2,8.425,176.925,26-03-2019,14:13:00,Credit Card,168.5,4.761904762,8.425,5.3
418-02-5978,Cairo,Mandalay,Normal,Female,Health And Beauty,84.09,9,37.8405,794.6505,02-11-2019,10:54:00,Cash,756.81,4.761904762,37.8405,8
598-47-9715,Giza,Naypyitaw,Normal,Male,Electronic Accessories,84.07,4,16.814,353.094,03-07-2019,16:54:00,Ewallet,336.28,4.761904762,16.814,4.4
862-17-9201,Cairo,Mandalay,Normal,Female,Food And Beverages,84.05,6,25.215,529.515,29-01-2019,10:48:00,Credit Card,504.3,4.761904762,25.215,7.7
740-22-2500,Giza,Naypyitaw,Normal,Female,Electronic Accessories,84.05,3,12.6075,264.7575,23-01-2019,13:29:00,Cash,252.15,4.761904762,12.6075,9.8
640-49-2076,Cairo,Mandalay,Member,Female,Sports And Travel,83.78,8,33.512,703.752,01-10-2019,14:49:00,Cash,670.24,4.761904762,33.512,5.1
767-05-1286,Giza,Naypyitaw,Member,Female,Home And Lifestyle,83.77,6,25.131,527.751,23-01-2019,12:10:00,Ewallet,502.62,4.761904762,25.131,5.4
589-02-8023,Alex,Yangon,Member,Male,Food And Beverages,83.77,2,8.377,175.917,15-01-2019,10:54:00,Credit Card,167.54,4.761904762,8.377,7
242-11-3142,Cairo,Mandalay,Member,Male,Fashion Accessories,83.77,2,8.377,175.917,24-02-2019,19:57:00,Cash,167.54,4.761904762,8.377,4.6
389-70-2397,Giza,Naypyitaw,Normal,Female,Health And Beauty,83.66,5,20.915,439.215,21-02-2019,10:26:00,Cash,418.3,4.761904762,20.915,7.2
756-93-1854,Giza,Naypyitaw,Member,Female,Fashion Accessories,83.35,2,8.335,175.035,02-02-2019,14:05:00,Credit Card,166.7,4.761904762,8.335,9.5
548-48-3156,Alex,Yangon,Member,Female,Food And Beverages,83.34,2,8.334,175.014,19-03-2019,13:37:00,Cash,166.68,4.761904762,8.334,7.6
852-62-7105,Cairo,Mandalay,Normal,Female,Fashion Accessories,83.25,10,41.625,874.125,01-12-2019,11:25:00,Credit Card,832.5,4.761904762,41.625,4.4
746-94-0204,Alex,Yangon,Normal,Male,Fashion Accessories,83.24,9,37.458,786.618,29-01-2019,11:56:00,Credit Card,749.16,4.761904762,37.458,7.4
451-28-5717,Giza,Naypyitaw,Member,Female,Home And Lifestyle,83.17,6,24.951,523.971,20-03-2019,11:23:00,Cash,499.02,4.761904762,24.951,7.3
887-42-0517,Giza,Naypyitaw,Normal,Female,Sports And Travel,83.14,7,29.099,611.079,01-10-2019,10:31:00,Credit Card,581.98,4.761904762,29.099,6.6
219-61-4139,Giza,Naypyitaw,Normal,Male,Electronic Accessories,83.08,1,4.154,87.234,23-01-2019,17:16:00,Ewallet,83.08,4.761904762,4.154,6.4
730-50-9884,Giza,Naypyitaw,Member,Female,Sports And Travel,83.06,7,29.071,610.491,03-05-2019,14:31:00,Ewallet,581.42,4.761904762,29.071,4
257-73-1380,Giza,Naypyitaw,Member,Male,Sports And Travel,82.93,4,16.586,348.306,20-01-2019,16:51:00,Ewallet,331.72,4.761904762,16.586,9.6
851-98-3555,Cairo,Mandalay,Normal,Female,Health And Beauty,82.88,5,20.72,435.12,24-03-2019,14:08:00,Credit Card,414.4,4.761904762,20.72,6.6
733-01-9107,Cairo,Mandalay,Member,Female,Home And Lifestyle,82.7,6,24.81,521.01,03-05-2019,18:14:00,Cash,496.2,4.761904762,24.81,7.4
574-22-5561,Giza,Naypyitaw,Member,Female,Fashion Accessories,82.63,10,41.315,867.615,19-03-2019,17:08:00,Ewallet,826.3,4.761904762,41.315,7.9
628-90-8624,Cairo,Mandalay,Member,Male,Health And Beauty,82.58,10,41.29,867.09,14-03-2019,14:41:00,Cash,825.8,4.761904762,41.29,5
267-62-7380,Giza,Naypyitaw,Member,Male,Electronic Accessories,82.34,10,41.17,864.57,29-03-2019,19:12:00,Ewallet,823.4,4.761904762,41.17,4.3
289-15-7034,Alex,Yangon,Member,Male,Sports And Travel,82.33,4,16.466,345.786,01-11-2019,10:37:00,Credit Card,329.32,4.761904762,16.466,7.5
834-83-1826,Cairo,Mandalay,Member,Female,Home And Lifestyle,82.04,5,20.51,430.71,25-02-2019,17:16:00,Credit Card,410.2,4.761904762,20.51,7.6
861-77-0145,Giza,Naypyitaw,Member,Female,Electronic Accessories,81.97,10,40.985,860.685,03-03-2019,14:30:00,Cash,819.7,4.761904762,40.985,9.2
607-65-2441,Giza,Naypyitaw,Member,Male,Health And Beauty,81.95,10,40.975,860.475,03-10-2019,12:39:00,Credit Card,819.5,4.761904762,40.975,6
848-42-2560,Alex,Yangon,Normal,Female,Fashion Accessories,81.91,2,8.191,172.011,03-05-2019,17:43:00,Cash,163.82,4.761904762,8.191,7.8
534-01-4457,Alex,Yangon,Normal,Male,Food And Beverages,81.71,6,24.513,514.773,27-01-2019,14:36:00,Credit Card,490.26,4.761904762,24.513,8
834-25-9262,Giza,Naypyitaw,Normal,Female,Fashion Accessories,81.68,4,16.336,343.056,01-06-2019,12:12:00,Cash,326.72,4.761904762,16.336,9.1
186-09-3669,Giza,Naypyitaw,Member,Female,Health And Beauty,81.51,1,4.0755,85.5855,22-01-2019,10:57:00,Ewallet,81.51,4.761904762,4.0755,9.2
866-05-7563,Cairo,Mandalay,Member,Female,Electronic Accessories,81.4,3,12.21,256.41,02-09-2019,19:43:00,Cash,244.2,4.761904762,12.21,4.8
289-65-5721,Cairo,Mandalay,Normal,Female,Fashion Accessories,81.37,2,8.137,170.877,26-01-2019,19:28:00,Cash,162.74,4.761904762,8.137,6.5
339-96-8318,Cairo,Mandalay,Member,Male,Fashion Accessories,81.31,7,28.4585,597.6285,03-01-2019,19:49:00,Ewallet,569.17,4.761904762,28.4585,6.3
483-71-1164,Giza,Naypyitaw,Normal,Female,Health And Beauty,81.3,6,24.39,512.19,03-08-2019,16:43:00,Ewallet,487.8,4.761904762,24.39,5.3
314-23-4520,Giza,Naypyitaw,Member,Male,Health And Beauty,81.23,7,28.4305,597.0405,15-01-2019,20:44:00,Cash,568.61,4.761904762,28.4305,9
698-98-5964,Alex,Yangon,Normal,Female,Food And Beverages,81.21,10,40.605,852.705,17-01-2019,13:01:00,Credit Card,812.1,4.761904762,40.605,6.3
386-27-7606,Giza,Naypyitaw,Member,Female,Home And Lifestyle,81.2,7,28.42,596.82,23-03-2019,15:59:00,Credit Card,568.4,4.761904762,28.42,8.1
195-06-0432,Alex,Yangon,Member,Male,Home And Lifestyle,81.01,3,12.1515,255.1815,13-01-2019,12:55:00,Credit Card,243.03,4.761904762,12.1515,9.3
400-89-4171,Giza,Naypyitaw,Normal,Female,Sports And Travel,80.97,8,32.388,680.148,28-01-2019,13:05:00,Cash,647.76,4.761904762,32.388,9.3
612-36-5536,Alex,Yangon,Member,Male,Food And Beverages,80.96,8,32.384,680.064,17-02-2019,11:12:00,Credit Card,647.68,4.761904762,32.384,7.4
284-54-4231,Giza,Naypyitaw,Member,Male,Sports And Travel,80.93,1,4.0465,84.9765,19-01-2019,16:08:00,Credit Card,80.93,4.761904762,4.0465,9
237-01-6122,Giza,Naypyitaw,Member,Female,Home And Lifestyle,80.79,9,36.3555,763.4655,02-01-2019,20:31:00,Credit Card,727.11,4.761904762,36.3555,9.5
786-94-2700,Alex,Yangon,Member,Male,Food And Beverages,80.62,6,24.186,507.906,28-02-2019,20:18:00,Cash,483.72,4.761904762,24.186,9.1
541-89-9860,Giza,Naypyitaw,Member,Female,Fashion Accessories,80.48,3,12.072,253.512,15-02-2019,12:31:00,Cash,241.44,4.761904762,12.072,8.1
729-06-2010,Cairo,Mandalay,Member,Male,Health And Beauty,80.47,9,36.2115,760.4415,01-06-2019,11:18:00,Cash,724.23,4.761904762,36.2115,9.2
787-56-0757,Giza,Naypyitaw,Member,Female,Food And Beverages,80.36,4,16.072,337.512,23-02-2019,18:45:00,Credit Card,321.44,4.761904762,16.072,8.3
531-56-4728,Alex,Yangon,Normal,Male,Home And Lifestyle,80.08,3,12.012,252.252,02-11-2019,15:29:00,Cash,240.24,4.761904762,12.012,5.4
316-55-4634,Cairo,Mandalay,Member,Male,Food And Beverages,80.05,5,20.0125,420.2625,26-01-2019,12:45:00,Credit Card,400.25,4.761904762,20.0125,9.4
532-59-7201,Cairo,Mandalay,Member,Male,Sports And Travel,79.93,6,23.979,503.559,31-01-2019,14:04:00,Cash,479.58,4.761904762,23.979,5.5
182-88-2763,Cairo,Mandalay,Member,Male,Food And Beverages,79.91,3,11.9865,251.7165,20-03-2019,19:28:00,Credit Card,239.73,4.761904762,11.9865,5
241-11-2261,Cairo,Mandalay,Normal,Female,Fashion Accessories,79.86,7,27.951,586.971,01-10-2019,10:33:00,Credit Card,559.02,4.761904762,27.951,5.5
885-17-6250,Alex,Yangon,Normal,Female,Health And Beauty,79.74,1,3.987,83.727,03-06-2019,10:36:00,Ewallet,79.74,4.761904762,3.987,7.3
124-31-1458,Alex,Yangon,Member,Female,Electronic Accessories,79.59,3,11.9385,250.7085,01-08-2019,14:30:00,Cash,238.77,4.761904762,11.9385,6.6
186-71-5196,Alex,Yangon,Member,Female,Food And Beverages,79.54,2,7.954,167.034,27-03-2019,16:30:00,Ewallet,159.08,4.761904762,7.954,6.2
533-33-5337,Cairo,Mandalay,Normal,Male,Electronic Accessories,79.39,10,39.695,833.595,02-07-2019,20:24:00,Cash,793.9,4.761904762,39.695,6.2
433-08-7822,Giza,Naypyitaw,Normal,Female,Health And Beauty,78.89,7,27.6115,579.8415,01-05-2019,19:48:00,Ewallet,552.23,4.761904762,27.6115,7.5
135-13-8269,Cairo,Mandalay,Member,Female,Food And Beverages,78.88,2,7.888,165.648,26-01-2019,16:04:00,Cash,157.76,4.761904762,7.888,9.1
232-11-3025,Alex,Yangon,Member,Female,Sports And Travel,78.77,10,39.385,827.085,24-01-2019,10:04:00,Cash,787.7,4.761904762,39.385,6.4
189-98-2939,Giza,Naypyitaw,Member,Female,Fashion Accessories,78.55,9,35.3475,742.2975,03-01-2019,13:22:00,Cash,706.95,4.761904762,35.3475,7.2
744-02-5987,Alex,Yangon,Member,Male,Home And Lifestyle,78.38,6,23.514,493.794,01-10-2019,14:16:00,Ewallet,470.28,4.761904762,23.514,5.8
118-62-1812,Giza,Naypyitaw,Member,Female,Home And Lifestyle,78.38,4,15.676,329.196,24-03-2019,17:56:00,Cash,313.52,4.761904762,15.676,7.9
829-49-1914,Giza,Naypyitaw,Member,Female,Food And Beverages,78.31,10,39.155,822.255,03-05-2019,16:24:00,Ewallet,783.1,4.761904762,39.155,6.6
655-07-2265,Alex,Yangon,Normal,Male,Electronic Accessories,78.31,3,11.7465,246.6765,03-05-2019,16:38:00,Ewallet,234.93,4.761904762,11.7465,5.4
227-07-4446,Giza,Naypyitaw,Member,Female,Electronic Accessories,78.13,10,39.065,820.365,02-10-2019,20:51:00,Cash,781.3,4.761904762,39.065,4.4
149-71-6266,Cairo,Mandalay,Member,Female,Sports And Travel,78.07,9,35.1315,737.7615,28-01-2019,12:43:00,Cash,702.63,4.761904762,35.1315,4.5
239-10-7476,Alex,Yangon,Normal,Female,Home And Lifestyle,77.95,6,23.385,491.085,21-01-2019,16:37:00,Ewallet,467.7,4.761904762,23.385,8
135-84-8019,Alex,Yangon,Normal,Female,Fashion Accessories,77.93,9,35.0685,736.4385,27-02-2019,16:10:00,Ewallet,701.37,4.761904762,35.0685,7.6
799-71-1548,Alex,Yangon,Member,Male,Electronic Accessories,77.72,4,15.544,326.424,01-07-2019,16:11:00,Credit Card,310.88,4.761904762,15.544,8.8
627-95-3243,Cairo,Mandalay,Member,Female,Home And Lifestyle,77.68,9,34.956,734.076,02-04-2019,13:21:00,Ewallet,699.12,4.761904762,34.956,9.8
443-82-0585,Alex,Yangon,Member,Female,Health And Beauty,77.68,4,15.536,326.256,02-01-2019,19:54:00,Cash,310.72,4.761904762,15.536,8.4
183-21-3799,Giza,Naypyitaw,Normal,Female,Electronic Accessories,77.63,9,34.9335,733.6035,19-02-2019,15:14:00,Ewallet,698.67,4.761904762,34.9335,7.2
373-09-4567,Giza,Naypyitaw,Normal,Male,Food And Beverages,77.56,10,38.78,814.38,14-03-2019,20:35:00,Ewallet,775.6,4.761904762,38.78,6.9
726-27-2396,Alex,Yangon,Normal,Female,Health And Beauty,77.5,5,19.375,406.875,24-01-2019,20:36:00,Ewallet,387.5,4.761904762,19.375,4.3
220-68-6701,Alex,Yangon,Normal,Female,Home And Lifestyle,77.47,4,15.494,325.374,17-03-2019,16:36:00,Cash,309.88,4.761904762,15.494,4.2
710-46-4433,Cairo,Mandalay,Member,Female,Food And Beverages,77.4,9,34.83,731.43,15-02-2019,14:15:00,Credit Card,696.6,4.761904762,34.83,4.5
842-40-8179,Cairo,Mandalay,Member,Female,Food And Beverages,77.2,10,38.6,810.6,02-11-2019,10:38:00,Credit Card,772,4.761904762,38.6,5.6
284-34-9626,Cairo,Mandalay,Normal,Female,Home And Lifestyle,77.04,3,11.556,242.676,02-11-2019,10:39:00,Credit Card,231.12,4.761904762,11.556,7.2
566-71-1091,Alex,Yangon,Normal,Male,Fashion Accessories,77.02,5,19.255,404.355,02-03-2019,15:59:00,Cash,385.1,4.761904762,19.255,5.5
318-68-5053,Cairo,Mandalay,Member,Female,Health And Beauty,76.99,6,23.097,485.037,27-02-2019,17:55:00,Cash,461.94,4.761904762,23.097,6.1
880-46-5796,Alex,Yangon,Member,Male,Sports And Travel,76.92,10,38.46,807.66,17-03-2019,19:53:00,Ewallet,769.2,4.761904762,38.46,5.6
873-95-4984,Cairo,Mandalay,Member,Female,Health And Beauty,76.9,7,26.915,565.215,15-02-2019,20:21:00,Cash,538.3,4.761904762,26.915,7.7
563-36-9814,Alex,Yangon,Member,Male,Electronic Accessories,76.82,1,3.841,80.661,13-02-2019,18:27:00,Ewallet,76.82,4.761904762,3.841,7.2
602-16-6955,Cairo,Mandalay,Normal,Female,Sports And Travel,76.6,10,38.3,804.3,24-01-2019,18:10:00,Ewallet,766,4.761904762,38.3,6
362-58-8315,Giza,Naypyitaw,Member,Female,Fashion Accessories,76.52,5,19.13,401.73,25-03-2019,10:23:00,Cash,382.6,4.761904762,19.13,9.9
898-04-2717,Alex,Yangon,Normal,Male,Fashion Accessories,76.4,9,34.38,721.98,19-03-2019,15:49:00,Ewallet,687.6,4.761904762,34.38,7.5
423-80-0988,Giza,Naypyitaw,Normal,Male,Sports And Travel,76.4,2,7.64,160.44,30-01-2019,19:42:00,Ewallet,152.8,4.761904762,7.64,6.5
801-88-0346,Giza,Naypyitaw,Normal,Female,Fashion Accessories,76.06,3,11.409,239.589,01-05-2019,20:30:00,Credit Card,228.18,4.761904762,11.409,9.8
632-32-4574,Cairo,Mandalay,Normal,Male,Sports And Travel,75.92,8,30.368,637.728,20-03-2019,14:14:00,Cash,607.36,4.761904762,30.368,5.5
841-35-6630,Giza,Naypyitaw,Member,Female,Electronic Accessories,75.91,6,22.773,478.233,03-09-2019,18:21:00,Cash,455.46,4.761904762,22.773,8.7
438-23-1242,Cairo,Mandalay,Normal,Male,Electronic Accessories,75.88,7,26.558,557.718,24-01-2019,10:38:00,Ewallet,531.16,4.761904762,26.558,8.9
343-87-0864,Giza,Naypyitaw,Member,Male,Health And Beauty,75.88,1,3.794,79.674,01-03-2019,10:30:00,Credit Card,75.88,4.761904762,3.794,7.1
525-88-7307,Cairo,Mandalay,Member,Male,Sports And Travel,75.82,1,3.791,79.611,31-01-2019,13:19:00,Cash,75.82,4.761904762,3.791,5.8
853-23-2453,Cairo,Mandalay,Member,Female,Health And Beauty,75.74,4,15.148,318.108,14-02-2019,14:35:00,Cash,302.96,4.761904762,15.148,7.6
369-82-2676,Cairo,Mandalay,Normal,Male,Electronic Accessories,75.66,5,18.915,397.215,15-01-2019,18:22:00,Ewallet,378.3,4.761904762,18.915,7.8
831-81-6575,Cairo,Mandalay,Member,Female,Electronic Accessories,75.59,9,34.0155,714.3255,23-02-2019,11:12:00,Cash,680.31,4.761904762,34.0155,8
728-88-7867,Giza,Naypyitaw,Member,Female,Home And Lifestyle,75.53,4,15.106,317.226,19-03-2019,15:52:00,Ewallet,302.12,4.761904762,15.106,8.3
430-53-4718,Cairo,Mandalay,Member,Male,Health And Beauty,75.37,8,30.148,633.108,28-01-2019,15:46:00,Credit Card,602.96,4.761904762,30.148,8.4
880-35-0356,Alex,Yangon,Member,Female,Sports And Travel,75.2,3,11.28,236.88,02-05-2019,11:51:00,Ewallet,225.6,4.761904762,11.28,4.8
850-41-9669,Alex,Yangon,Normal,Female,Electronic Accessories,75.06,9,33.777,709.317,19-03-2019,13:25:00,Ewallet,675.54,4.761904762,33.777,6.2
578-80-7669,Cairo,Mandalay,Normal,Male,Sports And Travel,74.97,1,3.7485,78.7185,16-03-2019,16:58:00,Cash,74.97,4.761904762,3.7485,5.6
153-58-4872,Giza,Naypyitaw,Member,Female,Food And Beverages,74.89,4,14.978,314.538,03-01-2019,15:32:00,Ewallet,299.56,4.761904762,14.978,4.2
593-95-4461,Giza,Naypyitaw,Member,Male,Home And Lifestyle,74.86,1,3.743,78.603,24-03-2019,14:49:00,Cash,74.86,4.761904762,3.743,6.9
603-07-0961,Giza,Naypyitaw,Member,Male,Electronic Accessories,74.79,5,18.6975,392.6475,01-10-2019,11:34:00,Cash,373.95,4.761904762,18.6975,4.9
891-01-7034,Cairo,Mandalay,Normal,Female,Electronic Accessories,74.71,6,22.413,470.673,01-01-2019,19:07:00,Cash,448.26,4.761904762,22.413,6.7
750-67-8428,Alex,Yangon,Member,Female,Health And Beauty,74.69,7,26.1415,548.9715,01-05-2019,13:08:00,Ewallet,522.83,4.761904762,26.1415,9.1
287-21-9091,Alex,Yangon,Member,Female,Home And Lifestyle,74.67,9,33.6015,705.6315,22-01-2019,10:55:00,Ewallet,672.03,4.761904762,33.6015,9.4
221-25-5073,Alex,Yangon,Normal,Female,Food And Beverages,74.66,4,14.932,313.572,03-04-2019,10:39:00,Cash,298.64,4.761904762,14.932,8.5
571-94-0759,Cairo,Mandalay,Member,Female,Food And Beverages,74.6,10,37.3,783.3,01-08-2019,20:55:00,Cash,746,4.761904762,37.3,9.5
404-91-5964,Alex,Yangon,Normal,Male,Electronic Accessories,74.58,7,26.103,548.163,02-04-2019,16:09:00,Credit Card,522.06,4.761904762,26.103,9
760-90-2357,Alex,Yangon,Member,Male,Electronic Accessories,74.51,6,22.353,469.413,20-03-2019,15:08:00,Ewallet,447.06,4.761904762,22.353,5
243-55-8457,Alex,Yangon,Normal,Female,Food And Beverages,74.44,10,37.22,781.62,27-02-2019,11:40:00,Ewallet,744.4,4.761904762,37.22,5.1
556-86-3144,Giza,Naypyitaw,Member,Female,Fashion Accessories,74.29,1,3.7145,78.0045,13-01-2019,19:30:00,Cash,74.29,4.761904762,3.7145,5
416-17-9926,Alex,Yangon,Member,Female,Electronic Accessories,74.22,10,37.11,779.31,01-01-2019,14:42:00,Credit Card,742.2,4.761904762,37.11,4.3
843-73-4724,Alex,Yangon,Normal,Male,Fashion Accessories,74.1,1,3.705,77.805,25-01-2019,11:05:00,Cash,74.1,4.761904762,3.705,9.2
400-60-7251,Alex,Yangon,Normal,Male,Home And Lifestyle,74.07,1,3.7035,77.7735,02-10-2019,12:50:00,Ewallet,74.07,4.761904762,3.7035,9.9
408-26-9866,Giza,Naypyitaw,Normal,Female,Sports And Travel,73.98,7,25.893,543.753,03-02-2019,16:42:00,Ewallet,517.86,4.761904762,25.893,4.1
277-63-2961,Cairo,Mandalay,Member,Male,Sports And Travel,73.97,1,3.6985,77.6685,02-03-2019,15:53:00,Credit Card,73.97,4.761904762,3.6985,5.4
339-12-4827,Cairo,Mandalay,Member,Female,Fashion Accessories,73.96,1,3.698,77.658,01-05-2019,11:32:00,Credit Card,73.96,4.761904762,3.698,5
326-71-2155,Giza,Naypyitaw,Normal,Female,Sports And Travel,73.95,4,14.79,310.59,02-03-2019,10:02:00,Cash,295.8,4.761904762,14.79,6.1
407-63-8975,Alex,Yangon,Normal,Male,Food And Beverages,73.88,6,22.164,465.444,23-03-2019,19:16:00,Ewallet,443.28,4.761904762,22.164,4.4
269-04-5750,Cairo,Mandalay,Member,Male,Fashion Accessories,73.82,4,14.764,310.044,21-02-2019,18:31:00,Cash,295.28,4.761904762,14.764,6.7
315-22-5665,Giza,Naypyitaw,Member,Female,Home And Lifestyle,73.56,10,36.78,772.38,24-02-2019,11:38:00,Ewallet,735.6,4.761904762,36.78,8
437-58-8131,Cairo,Mandalay,Normal,Female,Fashion Accessories,73.52,2,7.352,154.392,15-01-2019,13:41:00,Ewallet,147.04,4.761904762,7.352,4.6
884-80-6021,Alex,Yangon,Member,Female,Electronic Accessories,73.47,10,36.735,771.435,23-03-2019,13:14:00,Ewallet,734.7,4.761904762,36.735,9.5
274-05-5470,Alex,Yangon,Member,Female,Food And Beverages,73.47,4,14.694,308.574,23-02-2019,18:30:00,Cash,293.88,4.761904762,14.694,6
576-31-4774,Cairo,Mandalay,Normal,Female,Health And Beauty,73.41,3,11.0115,231.2415,03-02-2019,13:10:00,Ewallet,220.23,4.761904762,11.0115,4
196-01-2849,Giza,Naypyitaw,Member,Female,Fashion Accessories,73.38,7,25.683,539.343,02-10-2019,13:56:00,Cash,513.66,4.761904762,25.683,9.5
775-72-1988,Cairo,Mandalay,Normal,Male,Home And Lifestyle,73.28,5,18.32,384.72,24-01-2019,15:05:00,Ewallet,366.4,4.761904762,18.32,8.4
585-90-0249,Alex,Yangon,Member,Male,Electronic Accessories,73.26,1,3.663,76.923,27-01-2019,18:08:00,Ewallet,73.26,4.761904762,3.663,9.7
462-67-9126,Alex,Yangon,Normal,Male,Home And Lifestyle,73.22,6,21.966,461.286,21-01-2019,17:44:00,Cash,439.32,4.761904762,21.966,7.2
785-13-7708,Cairo,Mandalay,Normal,Male,Food And Beverages,73.06,7,25.571,536.991,14-01-2019,19:06:00,Credit Card,511.42,4.761904762,25.571,4.2
234-03-4040,Cairo,Mandalay,Member,Female,Food And Beverages,73.05,10,36.525,767.025,03-03-2019,12:25:00,Credit Card,730.5,4.761904762,36.525,8.7
308-81-0538,Alex,Yangon,Normal,Female,Fashion Accessories,73.05,4,14.61,306.81,25-02-2019,17:16:00,Credit Card,292.2,4.761904762,14.61,4.9
845-94-6841,Giza,Naypyitaw,Member,Female,Food And Beverages,72.88,9,32.796,688.716,01-08-2019,19:38:00,Cash,655.92,4.761904762,32.796,4
173-57-2300,Giza,Naypyitaw,Member,Male,Sports And Travel,72.88,2,7.288,153.048,13-03-2019,12:51:00,Cash,145.76,4.761904762,7.288,6.1
227-78-1148,Cairo,Mandalay,Member,Female,Fashion Accessories,72.84,7,25.494,535.374,15-02-2019,12:44:00,Cash,509.88,4.761904762,25.494,8.4
742-04-5161,Alex,Yangon,Member,Male,Home And Lifestyle,72.78,10,36.39,764.19,02-03-2019,17:24:00,Cash,727.8,4.761904762,36.39,7.3
765-26-6951,Alex,Yangon,Member,Female,Sports And Travel,72.61,6,21.783,457.443,01-01-2019,10:39:00,Credit Card,435.66,4.761904762,21.783,6.9
327-40-9673,Cairo,Mandalay,Member,Male,Sports And Travel,72.6,6,21.78,457.38,13-01-2019,19:51:00,Cash,435.6,4.761904762,21.78,6.9
731-59-7531,Cairo,Mandalay,Member,Male,Health And Beauty,72.57,8,29.028,609.588,30-03-2019,17:58:00,Cash,580.56,4.761904762,29.028,4.6
131-15-8856,Giza,Naypyitaw,Member,Female,Food And Beverages,72.52,8,29.008,609.168,30-03-2019,19:26:00,Credit Card,580.16,4.761904762,29.008,4
575-30-8091,Alex,Yangon,Normal,Female,Sports And Travel,72.5,8,29,609,16-03-2019,19:25:00,Ewallet,580,4.761904762,29,9.2
218-59-9410,Alex,Yangon,Member,Female,Home And Lifestyle,72.42,3,10.863,228.123,29-03-2019,16:54:00,Ewallet,217.26,4.761904762,10.863,8.2
355-34-6244,Cairo,Mandalay,Normal,Male,Food And Beverages,72.39,2,7.239,152.019,13-01-2019,19:55:00,Credit Card,144.78,4.761904762,7.239,8.1
817-48-8732,Alex,Yangon,Member,Female,Home And Lifestyle,72.35,10,36.175,759.675,20-01-2019,15:55:00,Cash,723.5,4.761904762,36.175,5.4
411-77-0180,Alex,Yangon,Member,Male,Electronic Accessories,72.2,7,25.27,530.67,26-03-2019,20:14:00,Ewallet,505.4,4.761904762,25.27,4.3
279-74-2924,Cairo,Mandalay,Member,Male,Electronic Accessories,72.17,1,3.6085,75.7785,01-04-2019,19:40:00,Cash,72.17,4.761904762,3.6085,6.1
525-09-8450,Cairo,Mandalay,Normal,Male,Electronic Accessories,72.13,10,36.065,757.365,31-01-2019,15:12:00,Credit Card,721.3,4.761904762,36.065,4.2
222-42-0244,Cairo,Mandalay,Member,Female,Health And Beauty,72.11,9,32.4495,681.4395,28-01-2019,13:53:00,Credit Card,648.99,4.761904762,32.4495,7.7
